FIELD	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
sHandle	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1198	46	record	record.sHandle	sizeof(record.sHandle)) ||
sHandle	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1301	44	existing	existing.sHandle	memset(existing.sHandle, 0, sizeof(existing.sHandle));
sHandle	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1302	49	existing	existing.sHandle	"(void)snprintf(existing.sHandle, sizeof(existing.sHandle), ""%s"","
sHandle	read	fortytwo-auth/src/legacy_userdb.c	665	39	record	record.sHandle	!fixed_text_is_terminated(record.sHandle,
sHandle	read	fortytwo-auth/src/legacy_userdb.c	688	28	record	record.sHandle	record.sHandle);
sHandle	read	fortytwo-auth/src/legacy_userdb.c	725	13	record	record.sHandle[0]	record.sHandle[0] != '\0' &&
sHandle	read	fortytwo-auth/src/legacy_userdb.c	726	32	record	record.sHandle	ascii_case_compare(record.sHandle, query->display_name) == 0) {
sHandle	read	fortytwo-auth/src/legacy_userdb_provision.c	552	13	record	record->sHandle[0]	(record->sHandle[0] != '\0' &&
sHandle	read	fortytwo-auth/src/legacy_userdb_provision.c	553	32	record	record->sHandle	ascii_case_compare(record->sHandle, value) == 0);
sHandle	read	fortytwo-auth/src/legacy_userdb_provision.c	1197	39	record	record.sHandle	!fixed_text_is_terminated(record.sHandle,
sHandle	read	lib/dbuser.c	77	15	usr	usr.sHandle	((strlen(usr.sHandle) > 0) && (strcasecmp(usr.sHandle, Name) == 0)) ||
sHandle	read	lib/dbuser.c	77	48	usr	usr.sHandle	((strlen(usr.sHandle) > 0) && (strcasecmp(usr.sHandle, Name) == 0)) ||
sHandle	read	mbsebbs/change.c	268	29	u	u.sHandle	if ((strcasecmp(u.sHandle, Name)) == 0) {
sHandle	read	mbsebbs/change.c	299	38	exitinfo	exitinfo.sHandle	"Syslog('+', ""Old handle \""%s\"""", exitinfo.sHandle);"
sHandle	read	mbsebbs/change.c	324	39	exitinfo	exitinfo.sHandle	"Syslog('+', ""New handle \""%s\"""", exitinfo.sHandle);"
sHandle	read	mbsebbs/dispfile.c	520	28	exitinfo	exitinfo.sHandle	"snprintf(temp, 81, ""%s"", exitinfo.sHandle);"
sHandle	read	mbsebbs/door.c	253	28	exitinfo	exitinfo.sHandle	"fprintf(fp, ""%s\r\n"", exitinfo.sHandle);"
sHandle	read	mbsebbs/door.c	299	28	exitinfo	exitinfo.sHandle	"fprintf(fp, ""%s\r\n"", exitinfo.sHandle);	    /* User's handle			*/"
sHandle	read	mbsebbs/funcs.c	98	69	us	us.sHandle	if ((strcasecmp(Name, us.sUserName) == 0) || (strcasecmp(Name, us.sHandle) == 0)) {
sHandle	read	mbsebbs/mail.c	167	16	exitinfo	exitinfo.sHandle	if (strlen(exitinfo.sHandle) == 0)
sHandle	read	mbsebbs/mail.c	172	23	exitinfo	exitinfo.sHandle	pout(CYAN, BLACK, exitinfo.sHandle);
sHandle	read	mbsebbs/mail.c	434	26	exitinfo	exitinfo.sHandle	strcpy(Msg.From, exitinfo.sHandle);
sHandle	read	mbsebbs/mail.c	1388	68	exitinfo	exitinfo.sHandle	((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(exitinfo.sHandle, Msg.To) == 0))) {
sHandle	read	mbsebbs/mail.c	1674	19	exitinfo	exitinfo.sHandle	strcpy(Msg.From, exitinfo.sHandle);
sHandle	read	mbsebbs/mail.c	1857	26	exitinfo	exitinfo.sHandle	if (strcasecmp(Name, exitinfo.sHandle) == 0)
sHandle	read	mbsebbs/mail.c	1868	20	exitinfo	exitinfo.sHandle	if (strcasecmp(p, exitinfo.sHandle) == 0)
sHandle	read	mbsebbs/misc.c	196	35	exitinfo	exitinfo.sHandle	"snprintf(LCALL.Handle, 36, ""%s"", exitinfo.sHandle);"
sHandle	read	mbsebbs/offline.c	874	77	exitinfo	exitinfo.sHandle	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sHandle	read	mbsebbs/offline.c	1228	36	exitinfo	exitinfo.sHandle	strncpy((char *)Inf.aliasname, exitinfo.sHandle, 43);
sHandle	read	mbsebbs/offline.c	1878	76	exitinfo	exitinfo.sHandle	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sHandle	read	mbsebbs/offline.c	2570	76	exitinfo	exitinfo.sHandle	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sHandle	read	mbsebbs/offline.c	2947	76	exitinfo	exitinfo.sHandle	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sHandle	read	mbsebbs/userlist.c	95	54	u	u.sHandle	"if (((strcasecmp(OpData, ""/H"")) == 0) && strlen(u.sHandle))"
sHandle	read	mbsebbs/userlist.c	96	28	u	u.sHandle	"snprintf(User, 36, ""%s"", u.sHandle);"
sHandle	read	mbsebbs/userlist.c	105	16	u	u.sHandle	"if ((strcmp(u.sHandle, """") != 0 && *(u.sHandle) != ' '))"
sHandle	read	mbsebbs/userlist.c	105	41	u	u.sHandle	"if ((strcmp(u.sHandle, """") != 0 && *(u.sHandle) != ' '))"
sHandle	read	mbsebbs/userlist.c	106	35	u	u.sHandle	"snprintf(msg, 81, ""%-25s"", u.sHandle);"
sHandle	read	mbsebbs/userlist.c	126	19	u	u.sHandle	"if ((strcasecmp(u.sHandle, """") != 0 && *(u.sHandle) != ' '))"
sHandle	read	mbsebbs/userlist.c	126	44	u	u.sHandle	"if ((strcasecmp(u.sHandle, """") != 0 && *(u.sHandle) != ' '))"
sHandle	read	mbsebbs/userlist.c	127	34	u	u.sHandle	"snprintf(msg, 81, ""%-25s"", u.sHandle);"
sHandle	read	mbsebbs/whoson.c	118	51	us	us.sHandle	"if ((strcasecmp(OpData, ""/H"") == 0) && strlen(us.sHandle)) {"
sHandle	read	mbsebbs/whoson.c	120	28	us	us.sHandle	fullname = xstrcpy(us.sHandle);
sHandle	read	mbsebbs/whoson.c	304	49	us	us.sHandle	"if ((strcasecmp(OpData, ""/H"") == 0) && strlen(us.sHandle) && (strcasecmp(User, us.sHandle) == 0)) {"
sHandle	read	mbsebbs/whoson.c	304	82	us	us.sHandle	"if ((strcasecmp(OpData, ""/H"") == 0) && strlen(us.sHandle) && (strcasecmp(User, us.sHandle) == 0)) {"
sHandle	read	mbsebbs/whoson.c	325	48	exitinfo	exitinfo.sHandle	"if ((strcasecmp(OpData, ""/H"") == 0) && strlen(exitinfo.sHandle))"
sHandle	read	mbsebbs/whoson.c	326	30	exitinfo	exitinfo.sHandle	from = xstrcpy(clencode(exitinfo.sHandle));
sHandle	read	mbsetup/m_users.c	599	21	usrconfig	usrconfig.sHandle	show_str( 6,17,35, usrconfig.sHandle);
sHandle	read	mbsetup/m_users.c	1094	41	usrconfig	usrconfig.sHandle	"add_webtable(wp, (char *)""Handle"", usrconfig.sHandle);"
sHandle	read	unix/mblogin.c	606	17	usrconfig	usrconfig.sHandle	(strcasecmp(usrconfig.sHandle, username) == 0) ||
sHandle	write	fortytwo-auth/src/legacy_userdb_provision.c	1301	16	existing	existing.sHandle	memset(existing.sHandle, 0, sizeof(existing.sHandle));
sHandle	write	fortytwo-auth/src/legacy_userdb_provision.c	1302	24	existing	existing.sHandle	"(void)snprintf(existing.sHandle, sizeof(existing.sHandle), ""%s"","
sHandle	write	mbsebbs/change.c	322	12	exitinfo	exitinfo.sHandle	Setup(exitinfo.sHandle, temp);
sHandle	write	mbsebbs/newuser.c	326	14	usrconfig	usrconfig.sHandle	"strcpy(usrconfig.sHandle, """");"
sHandle	write	mbsebbs/newuser.c	328	14	usrconfig	usrconfig.sHandle	strcpy(usrconfig.sHandle, temp);
sHandle	write	mbsetup/m_users.c	157	5	user	user->sHandle[sizeof(user->sHandle) - 1]	user->sHandle[sizeof(user->sHandle) - 1] = '\0';
sHandle	write	mbsetup/m_users.c	641	36	usrconfig	usrconfig.sHandle	"case 1: E_STR( 6,17,35,usrconfig.sHandle,  ""The ^Handle^ of this user""); break;"
sLocation	read	mbnntp/auth.c	206	16	usrconfig	usrconfig.sLocation	if (strlen(usrconfig.sLocation))
sLocation	read	mbnntp/auth.c	207	34	usrconfig	usrconfig.sLocation	UserCity(mypid, usrconfig.Name, usrconfig.sLocation);
sLocation	read	mbsebbs/change.c	528	40	exitinfo	exitinfo.sLocation	"Syslog('+', ""Old location \""%s\"""", exitinfo.sLocation);"
sLocation	read	mbsebbs/change.c	535	13	exitinfo	exitinfo.sLocation	pout(9, 0, exitinfo.sLocation);
sLocation	read	mbsebbs/change.c	563	40	exitinfo	exitinfo.sLocation	"Syslog('+', ""New location \""%s\"""", exitinfo.sLocation);"
sLocation	read	mbsebbs/dispfile.c	436	28	exitinfo	exitinfo.sLocation	"snprintf(temp, 81, ""%s"", exitinfo.sLocation);"
sLocation	read	mbsebbs/door.c	224	28	exitinfo	exitinfo.sLocation	"fprintf(fp, ""%s\r\n"", exitinfo.sLocation);"
sLocation	read	mbsebbs/misc.c	215	37	exitinfo	exitinfo.sLocation	"snprintf(LCALL.Location, 28, ""%s"", exitinfo.sLocation);"
sLocation	read	mbsebbs/user.c	279	16	usrconfig	usrconfig.sLocation	if (strlen(usrconfig.sLocation))
sLocation	read	mbsebbs/user.c	280	34	usrconfig	usrconfig.sLocation	UserCity(mypid, usrconfig.Name, usrconfig.sLocation);
sLocation	read	mbsebbs/userlist.c	116	44	u	u.sLocation	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
sLocation	read	mbsebbs/userlist.c	137	43	u	u.sLocation	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
sLocation	read	mbsetup/m_limits.c	592	45	usrconfig	usrconfig.sLocation	LIMIT.Security, nr, usrconfig.sUserName, usrconfig.sLocation);
sLocation	read	mbsetup/m_users.c	600	21	usrconfig	usrconfig.sLocation	show_str( 7,17,27, usrconfig.sLocation);
sLocation	read	mbsetup/m_users.c	1095	43	usrconfig	usrconfig.sLocation	"add_webtable(wp, (char *)""Location"", usrconfig.sLocation);"
sLocation	read-write	mbsebbs/door.c	354	38	exitinfo	exitinfo.sLocation	"fprintf(fp, ""%s\r\n"", tu(exitinfo.sLocation));"
sLocation	write	mbsebbs/change.c	558	12	exitinfo	exitinfo.sLocation	Setup(exitinfo.sLocation,temp);
sLocation	write	mbsebbs/newuser.c	280	10	usrconfig	usrconfig.sLocation	strcpy(usrconfig.sLocation, temp);
sLocation	write	mbsetup/m_users.c	148	5	user	user->sLocation[sizeof(user->sLocation) - 1]	user->sLocation[sizeof(user->sLocation) - 1] = '\0';
sLocation	write	mbsetup/m_users.c	642	36	usrconfig	usrconfig.sLocation	"case 2: E_STR( 7,17,27,usrconfig.sLocation,""The users ^Location^""); break;"
sProtocol	read	mbsebbs/change.c	948	18	exitinfo	exitinfo.sProtocol	Set_Protocol(exitinfo.sProtocol);
sProtocol	read	mbsebbs/dispfile.c	369	28	exitinfo	exitinfo.sProtocol	"snprintf(temp, 81, ""%s"", exitinfo.sProtocol);"
sProtocol	read	mbsebbs/door.c	244	28	exitinfo	exitinfo.sProtocol	"fprintf(fp, ""%s\r\n"", exitinfo.sProtocol);"
sProtocol	read	mbsebbs/user.c	452	18	usrconfig	usrconfig.sProtocol	Set_Protocol(usrconfig.sProtocol);
sProtocol	read	mbsetup/m_users.c	609	21	usrconfig	usrconfig.sProtocol	show_str( 16,17,12,usrconfig.sProtocol);
sProtocol	read	mbsetup/m_users.c	1103	43	usrconfig	usrconfig.sProtocol	"add_webtable(wp, (char *)""Protocol"", usrconfig.sProtocol);"
sProtocol	read-write	mbsebbs/user.c	453	9	usrconfig	usrconfig.sProtocol	tlf(usrconfig.sProtocol);
sProtocol	write	fortytwo-auth/src/legacy_userdb_provision.c	421	12	record	record->sProtocol	memcpy(record->sProtocol, registration->defaults.protocol,
sProtocol	write	mbsebbs/change.c	1018	16	exitinfo	exitinfo.sProtocol	Setup(exitinfo.sProtocol, sProtName);
sProtocol	write	mbsebbs/newuser.c	462	14	usrconfig	usrconfig.sProtocol	"snprintf(usrconfig.sProtocol, 21, ""%s"", (char *) Language(65));"
sProtocol	write	mbsetup/m_users.c	156	5	user	user->sProtocol[sizeof(user->sProtocol) - 1]	user->sProtocol[sizeof(user->sProtocol) - 1] = '\0';
sProtocol	write	mbsetup/m_users.c	670	32	usrconfig	usrconfig.sProtocol	strcpy(usrconfig.sProtocol, temp);
sSex	read	mbsetup/m_users.c	608	21	usrconfig	usrconfig.sSex	show_str( 15,17, 7,usrconfig.sSex);
sSex	read	mbsetup/m_users.c	655	22	usrconfig	usrconfig.sSex	show_str(15,17,7, usrconfig.sSex);
sSex	read	mbsetup/m_users.c	658	19	usrconfig	usrconfig.sSex	"if (strcmp(usrconfig.sSex, ""Male"") == 0)"
sSex	read	mbsetup/m_users.c	666	25	usrconfig	usrconfig.sSex	show_str(15,17,7, usrconfig.sSex);
sSex	read	mbsetup/m_users.c	1102	38	usrconfig	usrconfig.sSex	"add_webtable(wp, (char *)""Sex"", usrconfig.sSex);"
sSex	write	fortytwo-auth/src/legacy_userdb_provision.c	420	12	record	record->sSex	"memcpy(record->sSex, ""Unknown"", sizeof(""Unknown""));"
sSex	write	mbsebbs/newuser.c	347	12	usrconfig	usrconfig.sSex	"snprintf(usrconfig.sSex, 8, ""Male"");"
sSex	write	mbsebbs/newuser.c	353	12	usrconfig	usrconfig.sSex	"snprintf(usrconfig.sSex, 8, ""Female"");"
sSex	write	mbsebbs/newuser.c	365	11	usrconfig	usrconfig.sSex	"snprintf(usrconfig.sSex, 8, ""Unknown""); /* If set off, set to Unknown */"
sSex	write	mbsetup/m_users.c	154	5	user	user->sSex[sizeof(user->sSex) - 1]	user->sSex[sizeof(user->sSex) - 1] = '\0';
sSex	write	mbsetup/m_users.c	659	12	usrconfig	usrconfig.sSex	"strcpy(usrconfig.sSex, ""Female"");"
sSex	write	mbsetup/m_users.c	661	12	usrconfig	usrconfig.sSex	"strcpy(usrconfig.sSex, ""Male\0\0"");"
sUserName	metadata	fortytwo-auth/src/legacy_userdb.c	664	46	record	record.sUserName	sizeof(record.sUserName)) ||
sUserName	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1196	46	record	record.sUserName	sizeof(record.sUserName)) ||
sUserName	metadata	fortytwo-auth/src/legacy_userdb_provision.c	2373	44	record	record.sUserName	sizeof(record.sUserName)) &&
sUserName	read	fortytwo-auth/src/legacy_userdb.c	663	39	record	record.sUserName	!fixed_text_is_terminated(record.sUserName,
sUserName	read	fortytwo-auth/src/legacy_userdb.c	686	34	record	record.sUserName	"""%s"", record.sUserName);"
sUserName	read	fortytwo-auth/src/legacy_userdb.c	718	32	record	record.sUserName	ascii_case_compare(record.sUserName, query->display_name) == 0) {
sUserName	read	fortytwo-auth/src/legacy_userdb_provision.c	551	31	record	record->sUserName	ascii_case_compare(record->sUserName, value) == 0 ||
sUserName	read	fortytwo-auth/src/legacy_userdb_provision.c	1195	39	record	record.sUserName	!fixed_text_is_terminated(record.sUserName,
sUserName	read	fortytwo-auth/src/legacy_userdb_provision.c	2372	37	record	record.sUserName	fixed_text_is_terminated(record.sUserName,
sUserName	read	fortytwo-auth/src/legacy_userdb_provision.c	2379	19	record	record.sUserName	strcmp(record.sUserName, prepared->display_name) == 0 &&
sUserName	read	lib/dbuser.c	76	18	usr	usr.sUserName	if ((strcasecmp(usr.sUserName, Name) == 0) ||
sUserName	read	mbfido/scan.c	176	45	usrconfig	usrconfig.sUserName	"printf(""\r%8s %-40s"", usrconfig.Name, usrconfig.sUserName);"
sUserName	read	mbfido/storenet.c	95	17	usr	usr.sUserName	strcpy(Msg.To, usr.sUserName);
sUserName	read	mbfido/storenet.c	164	56	usr	usr.sUserName	"Syslog('+', ""Import netmail to %s in badmail board"", usr.sUserName);"
sUserName	read	mbfido/storenet.c	166	39	usr	usr.sUserName	"Syslog('+', ""Import netmail to %s"", usr.sUserName);"
sUserName	read	mbfido/storenet.c	175	50	usr	usr.sUserName	"Syslog('+', ""Empty netmail for %s dropped"", usr.sUserName);"
sUserName	read	mbsebbs/chat.c	238	30	exitinfo	exitinfo.sUserName	mname = xstrcpy(clencode(exitinfo.sUserName));
sUserName	read	mbsebbs/dispfile.c	75	41	u	u.sUserName	if ((!u.Deleted) && (strlen(u.sUserName) > 0))
sUserName	read	mbsebbs/dispfile.c	432	28	exitinfo	exitinfo.sUserName	"snprintf(temp, 81, ""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/dispfile.c	648	15	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/dispfile.c	675	15	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/door.c	223	28	exitinfo	exitinfo.sUserName	"fprintf(fp, ""%s\r\n"", exitinfo.sUserName);"
sUserName	read	mbsebbs/door.c	298	28	exitinfo	exitinfo.sUserName	"fprintf(fp, ""%s\r\n"", exitinfo.sUserName);	    /* User's real name			*/"
sUserName	read	mbsebbs/door.c	344	39	exitinfo	exitinfo.sUserName	"snprintf(temp2, 36, ""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	522	17	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/email.c	655	17	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/email.c	759	40	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.sUserName, ascinode(Dest, 0x2f), exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	759	82	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.sUserName, ascinode(Dest, 0x2f), exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	761	70	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.Name, CFG.sysdomain, exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	891	40	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.sUserName, ascinode(Dest, 0x2f), exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	891	82	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.sUserName, ascinode(Dest, 0x2f), exitinfo.sUserName);"
sUserName	read	mbsebbs/email.c	893	70	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.Name, CFG.sysdomain, exitinfo.sUserName);"
sUserName	read	mbsebbs/file.c	1083	30	exitinfo	exitinfo.sUserName	"snprintf(temp, 81, ""%-51s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/filesub.c	815	24	exitinfo	exitinfo.sUserName	memccpy(fdb.Uploader, exitinfo.sUserName, '\0', 36);
sUserName	read	mbsebbs/funcs.c	98	28	us	us.sUserName	if ((strcasecmp(Name, us.sUserName) == 0) || (strcasecmp(Name, us.sHandle) == 0)) {
sUserName	read	mbsebbs/funcs.c	234	45	exitinfo	exitinfo.sUserName	"fprintf(fp,     ""    Greetings, %s\n"", exitinfo.sUserName);"
sUserName	read	mbsebbs/mail.c	450	20	exitinfo	exitinfo.sUserName	strcpy(Msg.From, exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	453	71	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.Name, CFG.sysdomain, exitinfo.sUserName);"
sUserName	read	mbsebbs/mail.c	456	23	exitinfo	exitinfo.sUserName	strcpy(Msg.From, exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	1388	27	exitinfo	exitinfo.sUserName	((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(exitinfo.sHandle, Msg.To) == 0))) {
sUserName	read	mbsebbs/mail.c	1401	14	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	1458	14	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	1682	20	exitinfo	exitinfo.sUserName	strcpy(Msg.From, exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	1685	71	exitinfo	exitinfo.sUserName	"snprintf(Msg.From, 101, ""%s@%s (%s)"", exitinfo.Name, CFG.sysdomain, exitinfo.sUserName);"
sUserName	read	mbsebbs/mail.c	1688	24	exitinfo	exitinfo.sUserName	strncpy(Msg.From, exitinfo.sUserName, 101);
sUserName	read	mbsebbs/mail.c	1854	26	exitinfo	exitinfo.sUserName	if (strcasecmp(Name, exitinfo.sUserName) == 0)
sUserName	read	mbsebbs/mail.c	1866	20	exitinfo	exitinfo.sUserName	if (strcasecmp(p, exitinfo.sUserName) == 0)
sUserName	read	mbsebbs/mail.c	2137	20	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	2182	20	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	2268	19	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	2535	18	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/mail.c	2617	15	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/misc.c	195	37	exitinfo	exitinfo.sUserName	"snprintf(LCALL.UserName, 36, ""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/newuser.c	538	6	us	us.sUserName[0]	if (us.sUserName[0] == '\0') {
sUserName	read	mbsebbs/newuser.c	915	28	u	u.sUserName	if (strcasecmp(u.sUserName, Name) != 0)
sUserName	read	mbsebbs/newuser.c	920	73	u	u.sUserName	"Syslog('+', ""Uses the same telephone number as %s"", u.sUserName);"
sUserName	read	mbsebbs/offline.c	165	15	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/offline.c	858	15	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/offline.c	874	28	exitinfo	exitinfo.sUserName	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sUserName	read	mbsebbs/offline.c	1227	36	exitinfo	exitinfo.sUserName	strncpy((char *)Inf.loginname, exitinfo.sUserName, 43);
sUserName	read	mbsebbs/offline.c	1356	16	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/offline.c	1878	27	exitinfo	exitinfo.sUserName	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sUserName	read	mbsebbs/offline.c	2038	19	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/offline.c	2071	33	exitinfo	exitinfo.sUserName	"snprintf(Temp, PATH_MAX, ""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/offline.c	2570	27	exitinfo	exitinfo.sUserName	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sUserName	read	mbsebbs/offline.c	2822	19	exitinfo	exitinfo.sUserName	p = xstrcpy(exitinfo.sUserName);
sUserName	read	mbsebbs/offline.c	2947	27	exitinfo	exitinfo.sUserName	if ((strcasecmp(Msg.To, exitinfo.sUserName) == 0) || (strcasecmp(Msg.To, exitinfo.sHandle) == 0)) {
sUserName	read	mbsebbs/oneline.c	125	35	exitinfo	exitinfo.sUserName	"snprintf(ol.UserName,36,""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/oneline.c	410	26	exitinfo	exitinfo.sUserName	"snprintf(sUser,36,""%s"", exitinfo.sUserName);"
sUserName	read	mbsebbs/signature.c	132	48	exitinfo	exitinfo.sUserName	"Syslog('+', ""%s will edit his .signature"", exitinfo.sUserName);"
sUserName	read	mbsebbs/timestats.c	57	56	exitinfo	exitinfo.sUserName	"snprintf(msg, 81, ""%s%s "", (char *) Language(134), exitinfo.sUserName);"
sUserName	read	mbsebbs/user.c	94	51	exitinfo	exitinfo.sUserName	strcpy(SYSINFO.LastCaller,exitinfo.sUserName);
sUserName	read	mbsebbs/user.c	238	48	usrconfig	usrconfig.sUserName	"snprintf(UserName, sizeof(UserName), ""%s"", usrconfig.sUserName);"
sUserName	read	mbsebbs/user.c	257	48	usrconfig	usrconfig.sUserName	"snprintf(UserName, sizeof(UserName), ""%s"", usrconfig.sUserName);"
sUserName	read	mbsebbs/userlist.c	100	28	u	u.sUserName	"snprintf(User, 36, ""%s"", u.sUserName);"
sUserName	read	mbsebbs/userlist.c	108	35	u	u.sUserName	"snprintf(msg, 81, ""%-25s"", u.sUserName);"
sUserName	read	mbsebbs/userlist.c	112	31	u	u.sUserName	"snprintf(msg, 81, ""%-25s"", u.sUserName);"
sUserName	read	mbsebbs/userlist.c	124	52	u	u.sUserName	} else if ((!u.Hidden) && (!u.Deleted) && (strlen(u.sUserName) > 0)) {
sUserName	read	mbsebbs/userlist.c	129	34	u	u.sUserName	"snprintf(msg, 81, ""%-25s"", u.sUserName);"
sUserName	read	mbsebbs/userlist.c	133	30	u	u.sUserName	"snprintf(msg, 81, ""%-25s"", u.sUserName);"
sUserName	read	mbsebbs/whoson.c	123	28	us	us.sUserName	fullname = xstrcpy(us.sUserName);
sUserName	read	mbsebbs/whoson.c	307	57	us	us.sUserName	} else if ((strlen(OpData) == 0) && (strcasecmp(User, us.sUserName) == 0)) {
sUserName	read	mbsebbs/whoson.c	330	30	exitinfo	exitinfo.sUserName	from = xstrcpy(clencode(exitinfo.sUserName));
sUserName	read	mbsetup/m_limits.c	590	14	usrconfig	usrconfig.sUserName	if (strlen(usrconfig.sUserName) && (usrconfig.Security.level == LIMIT.Security)) {
sUserName	read	mbsetup/m_limits.c	592	24	usrconfig	usrconfig.sUserName	LIMIT.Security, nr, usrconfig.sUserName, usrconfig.sLocation);
sUserName	read	mbsetup/m_users.c	514	21	usrconfig	usrconfig.sUserName	show_str( 6,17,35, usrconfig.sUserName);
sUserName	read	mbsetup/m_users.c	807	16	usrconfig	usrconfig.sUserName	if (strlen(usrconfig.sUserName) == 0) {
sUserName	read	mbsetup/m_users.c	957	42	usrconfig	usrconfig.sUserName	if ((!usrconfig.Deleted) && strlen(usrconfig.sUserName))
sUserName	read	mbsetup/m_users.c	962	9	usrconfig	usrconfig.sUserName	usrconfig.sUserName);
sUserName	read	mbsetup/m_users.c	1055	56	usrconfig	usrconfig.sUserName	"fprintf(ip, ""<LI><A HREF=\""%s\"">%s</A></LI>\n"", temp, usrconfig.sUserName);"
sUserName	read	mbsetup/m_users.c	1056	50	usrconfig	usrconfig.sUserName	"if ((wp = open_webdoc(temp, (char *)""BBS User"", usrconfig.sUserName))) {"
sUserName	read	mbsetup/m_users.c	1062	47	usrconfig	usrconfig.sUserName	"add_webtable(wp, (char *)""Fidonet Name"", usrconfig.sUserName);"
sUserName	read	mbutils/mbuser.c	212	29	usr	usr.sUserName	if (!usr.Deleted && strlen(usr.sUserName)) {
