FIELD	CATEGORY	AUTHORITY	DECISION_STATUS	POSTGRESQL_TABLE	POSTGRESQL_TARGET	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/dispfile.c	384	28	exitinfo	exitinfo.UploadK	"snprintf(temp, 81, ""%u"", exitinfo.UploadK);"
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/dispfile.c	388	49	exitinfo	exitinfo.UploadK	"snprintf(temp, 81, ""%u"", exitinfo.DownloadK + exitinfo.UploadK);"
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/door.c	265	28	exitinfo	exitinfo.UploadK	"fprintf(fp, ""%d\r\n"", exitinfo.UploadK);"
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/filesub.c	738	3	exitinfo	exitinfo.UploadK	exitinfo.UploadK += (Size / 1024);
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	741	67	exitinfo	exitinfo.UploadK	"Syslog('b', ""Uploads %d, Kb %d, Kb today %d"", exitinfo.Uploads, exitinfo.UploadK, exitinfo.UploadKToday);"
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	550	19	usrconfig	usrconfig.UploadK	show_int( 14,68, usrconfig.UploadK);
UploadK	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1085	50	usrconfig	usrconfig.UploadK	"add_webdigit(wp, (char *)""Uploaded KBytes"", usrconfig.UploadK);"
DownloadsToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/door.c	264	28	exitinfo	exitinfo.DownloadsToday	"fprintf(fp, ""%d\r\n"", exitinfo.DownloadsToday);"
DownloadsToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsebbs/user.c	444	17	usrconfig	usrconfig.DownloadsToday	usrconfig.DownloadsToday = LIMIT.DownF;
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/file.c	407	2	exitinfo	exitinfo.DownloadKToday	exitinfo.DownloadKToday -= (Size / 1024);
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	436	7	exitinfo	exitinfo.DownloadKToday	if ((exitinfo.DownloadKToday <= 0) || ((CostSize / 1024) > exitinfo.DownloadKToday)) {
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	436	61	exitinfo	exitinfo.DownloadKToday	if ((exitinfo.DownloadKToday <= 0) || ((CostSize / 1024) > exitinfo.DownloadKToday)) {
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	448	65	exitinfo	exitinfo.DownloadKToday	"snprintf(temp, 81, ""%s%u Kbytes."", (char *) Language(254), exitinfo.DownloadKToday);"
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/filesub.c	747	3	exitinfo	exitinfo.DownloadKToday	exitinfo.DownloadKToday += (Size / 1024);
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/filesub.c	748	36	exitinfo	exitinfo.DownloadKToday	"Syslog('b', ""DownloadKToday %d"", exitinfo.DownloadKToday);"
DownloadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsebbs/user.c	441	3	usrconfig	usrconfig.DownloadKToday	usrconfig.DownloadKToday = LIMIT.DownK;
UploadKToday	transfer-usage	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read-write	mbsebbs/filesub.c	740	3	exitinfo	exitinfo.UploadKToday	exitinfo.UploadKToday += (Size / 1024);
