FIELD	AUTHORITY	DECISION_STATUS	POSTGRESQL_TABLE	POSTGRESQL_TARGET	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
Guest	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsetup/m_users.c	867	26	usrconfig	usrconfig.Guest	"case 11:E_BOOL( 7,68,   usrconfig.Guest,          ""This is a ^Guest^ account""); break;"
Guest	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1078	56	usrconfig	usrconfig.Guest	"add_webtable(wp, (char *)""Guest user"", getboolean(usrconfig.Guest));"
Guest	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbutils/mbuser.c	273	83	usr	usr.Guest	if ((((t_start - Last) / 86400) > days) && (usr.Security.level < level) && (!usr.Guest) &&
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/misc.c	213	17	exitinfo	exitinfo.Hidden	LCALL.Hidden = exitinfo.Hidden;
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/user.c	93	22	usrconfig	usrconfig.Hidden	if (!usrconfig.Hidden) {
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/userlist.c	103	9	u	u.Hidden	if ((!u.Hidden) && (!u.Deleted)) {
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/userlist.c	124	15	u	u.Hidden	} else if ((!u.Hidden) && (!u.Deleted) && (strlen(u.sUserName) > 0)) {
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	536	29	usrconfig	usrconfig.Hidden	show_bool(15,17,    usrconfig.Hidden);
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsetup/m_users.c	861	26	usrconfig	usrconfig.Hidden	"case 6 :E_BOOL(15,17,   usrconfig.Hidden,         ""Is user ^hidden^ on the BBS""); break;"
Hidden	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1074	63	usrconfig	usrconfig.Hidden	"add_webtable(wp, (char *)""Hidden from lists"", getboolean(usrconfig.Hidden));"
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	fortytwo-auth/src/legacy_userdb_provision.c	419	12	record	record->sExpiryDate	"memcpy(record->sExpiryDate, ""00-00-0000"", sizeof(""00-00-0000""));"
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/door.c	242	34	exitinfo	exitinfo.sExpiryDate	"fprintf(fp, ""%s\r\n"", Rdate(exitinfo.sExpiryDate, Y2Kdoorsys));"
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsebbs/newuser.c	402	12	usrconfig	usrconfig.sExpiryDate	"strcpy(usrconfig.sExpiryDate,""00-00-0000"");"
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/user.c	376	20	usrconfig	usrconfig.sExpiryDate	SwapDate(temp, usrconfig.sExpiryDate);
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsetup/m_users.c	153	5	user	user->sExpiryDate[sizeof(user->sExpiryDate) - 1]	user->sExpiryDate[sizeof(user->sExpiryDate) - 1] = '\0';
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	516	21	usrconfig	usrconfig.sExpiryDate	show_str( 8,17,10, usrconfig.sExpiryDate);
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsetup/m_users.c	858	26	usrconfig	usrconfig.sExpiryDate	"case 3 :E_STR(  8,17,10,usrconfig.sExpiryDate,    ""The ^Expiry Date^ in DD-MM-YYYY format, 00-00-0000 is no expire""); break;"
sExpiryDate	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1065	46	usrconfig	usrconfig.sExpiryDate	"add_webtable(wp, (char *)""Expiry date"", usrconfig.sExpiryDate);"
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	fortytwo-auth/src/legacy_userdb_provision.c	430	5	record	record->ExpirySec	record->ExpirySec = record->Security;
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsebbs/newuser.c	403	5	usrconfig	usrconfig.ExpirySec	usrconfig.ExpirySec = CFG.newuser_access;
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsebbs/user.c	387	23	usrconfig	usrconfig.ExpirySec	usrconfig.Security = usrconfig.ExpirySec;
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	517	21	usrconfig	usrconfig.ExpirySec.level	show_int( 9,17,    usrconfig.ExpirySec.level);
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	write	mbsetup/m_users.c	859	26	usrconfig	usrconfig.ExpirySec.level	"case 4 :E_INT(  9,17,   usrconfig.ExpirySec.level,""The ^Expiry Level^ for this user""); break;"
ExpirySec	Legacy bis zur Einzelentscheidung	open	noch nicht festgelegt	noch nicht festgelegt	read	mbsetup/m_users.c	1066	56	usrconfig	usrconfig.ExpirySec	"web_secflags(wp, (char *)""Expiry security level"", usrconfig.ExpirySec);"
